Entity,Unsafe water source,Unsafe sanitation,No access to handwashing facility,Household air pollution from solid fuels,Non-exclusive breastfeeding,Discontinued breastfeeding,Child wasting,Child stunting,Low birth weight for gestation,Secondhand smoke,Alcohol use,Drug use,Diet low in fruits,Diet low in vegetables,Unsafe sex,Low physical activity,High fasting plasma glucose,High total cholesterol,High body-mass index,High systolic blood pressure,Smoking,Iron deficiency,Vitamin A deficiency,Low bone mineral density,Air pollution,Outdoor air pollution,Diet high in sodium,Diet low in whole grains,Diet low in nuts and seeds
Samoa,3.140222042,0.468978309,1.145525735,74.93795965,0.57566446,0.013655277,9.149818959,0.916377373,18.19086588,46.65477499,13.66939457,6.571560283,58.4158145,55.05363747,14.63847246,34.38449721,269.3489245,92.34486634,194.5156553,253.4492521,178.6808504,0.410282188,2.321402551,3.437926563,95.20821863,20.27,31.89867528,87.66967729,59.92388328
Sao Tome and Principe,12.98855667,8.609335314,19.2881318,71.24693966,2.361503727,0.120319719,25.40536029,2.28871625,31.42856061,8.990052104,82.21815561,5.499863094,40.37744802,29.38700668,13.35798999,12.33687289,91.0509749,28.69350786,72.17383145,179.5528724,37.99243555,2.404880882,4.221330509,4.751773449,105.414069,35.28,17.46120847,41.43578955,24.07373121
Saudi Arabia,94.44551515,15.54332206,128.6423669,21.98059151,11.0830153,1.412414666,90.69602902,7.080995522,1544.681484,1570.077506,557.7187146,1171.191904,4216.616092,3626.385401,517.768722,3682.137016,16065.2465,10331.48145,17398.95567,19469.57584,5603.74178,20.92703459,10.04719369,662.3578589,8731.611835,8800.38,3174.284543,7634.405672,5579.151549
Scotland,4.564451042,0.839624434,20.42910456,74.95521211,1.222123713,0.166674395,13.81834214,0.248085325,77.994416,647.8205123,2018.759799,878.7824108,2027.023362,1378.624822,183.6212234,1542.817493,6763.907866,5098.266366,6197.396868,8868.20614,11877.42028,1.628106747,0.606244446,418.2452459,1903.435576,1853.16,1315.537743,2547.473599,1690.643961
Senegal,5665.48786,4236.472615,3811.327933,6068.732589,777.1885724,49.68236343,4924.445329,628.0501004,4646.151915,1069.286645,872.559365,341.893423,3020.364377,1772.52718,2350.917428,933.3675546,8134.96008,2798.699233,4447.919689,10267.32859,2486.502447,539.4198235,1180.462169,346.8590984,7875.021885,1854.07,1029.839285,2798.328186,1844.305127
Serbia,21.97991922,6.777386898,11.40982108,3611.878805,3.726053491,0.169403804,19.97188143,1.039052228,174.5669159,3672.593691,10160.86239,676.3487002,6193.419983,4523.822649,725.7324755,5516.013197,28518.69562,14848.87215,18549.82093,40844.44934,24724.30057,1.580206194,2.051440174,305.5123814,9902.231584,6406.87,8552.532109,10538.56873,6390.674598
Seychelles,1.628822691,0.488466607,2.21440378,3.53915998,0.319015222,0.005498309,2.970605705,0.185569405,4.963112588,15.4571151,49.47546105,7.124749732,20.16021601,15.44802172,13.72594995,11.08994673,111.6718267,55.06748682,81.63552776,186.9973051,87.97832784,0.189371308,0.19909612,2.868556533,41.40373865,37.97,58.60414854,27.57008252,19.40398457
Sierra Leone,4037.030967,3046.355363,3107.86266,5396.729295,887.892866,54.05755274,5651.428997,1005.87538,4175.269475,903.3486468,3605.815592,179.2940858,1712.296098,1205.70888,2434.835036,530.5944577,3986.360625,1359.435466,2154.352281,6783.904077,2429.964059,396.5573095,930.1771634,172.9738663,6102.434937,734.24,593.6993276,1695.847838,1169.461348
Singapore,2.093931007,0.443915168,30.24826831,2.353423782,1.443344972,0.01024545,5.445202458,0.320150111,17.68592123,247.2382636,92.66597049,156.8954387,552.8607966,395.7589343,110.8926132,516.697964,2084.698343,1640.00534,1558.149059,3240.266598,2400.196018,0.629413832,0.135244069,63.37468707,1318.267059,1326.39,1596.180574,812.8766078,634.333661
Slovakia,4.912026032,0.787624052,9.202578043,144.2941693,3.075973614,0.189472156,18.45488152,1.474856793,103.4186575,1232.427689,3105.051095,450.9815515,2825.242366,2232.203579,259.2077827,2148.600053,7253.281767,9689.189279,8379.898754,15432.5589,8241.237849,0.557247367,2.416277925,279.2331164,3144.765414,3028.27,3779.31594,4267.098374,3430.635205
Slovenia,1.122573788,0.296422487,3.351065452,73.18928545,0.174439889,0.012134967,0.969484693,0.054026263,12.70584648,370.6445681,695.206093,183.7393747,448.6885616,561.696977,73.64271254,521.3918563,2348.070824,2068.362711,2440.609152,4284.843308,2962.84239,0.157503056,0.10119761,251.2754557,915.2458318,857.95,1110.373242,855.2823923,647.7745326
Solomon Islands,36.75340906,29.88898074,23.97521946,502.1036735,3.730896511,0.282952496,69.0967512,10.45269766,93.89554077,146.9152123,25.28088704,24.26313811,230.4835733,229.5936402,58.16247182,98.87296267,842.9179054,389.4454677,505.7381842,648.9013868,513.1625248,9.813535922,9.45620807,22.05100848,556.8398894,54.87,159.8504835,308.5315782,217.9575275
Somalia,8842.082531,6791.882706,6631.363483,11072.70526,2358.869271,207.8953573,16087.46719,3475.148143,6780.407884,1317.589816,1528.388415,250.0403252,3868.68055,2919.001239,3198.534051,699.0241947,9820.693857,2576.645612,3145.754808,11974.5202,4876.434758,839.4620825,5342.714007,400.3172384,12357.46044,1320.08,1392.187895,3995.875009,2309.546814
South Africa,9673.741971,6091.271365,7300.399508,4365.230664,1847.924717,205.8365139,6786.452984,1044.38508,6404.404109,6289.004603,39779.68049,5258.866828,14417.78917,8597.082045,130386.709,5441.978519,56263.25278,14921.49318,44740.22889,55646.73737,29919.66097,262.2718548,1457.021539,1077.996754,23547.4816,19451.34,6332.784683,10805.61516,10015.75906
South Asia,653944.7194,377860.1213,298276.8299,622489.5861,45828.90751,2421.495314,272409.9051,60272.35099,382738.9593,285991.5848,604818.8478,66462.03468,549712.769,367477.2684,101331.5171,224496.1124,1291957.967,894716.2886,681274.6036,1954470.226,1137609.28,22203.05621,63776.41192,102070.7855,1517354.105,963006.34,306321.5646,664138.3233,487868.0906
South Korea,129.511382,27.76041469,192.6187035,12.04618076,4.537669696,0.738253661,96.60977311,1.177878885,426.0562842,3978.67164,12801.77179,2234.286984,8456.573281,3080.909731,1289.774767,5825.006447,44262.80209,15753.754,15880.89374,30647.66483,48052.69713,7.430497135,1.094532977,2369.908076,17343.39715,17684.75,16439.82408,8459.347697,5757.576258
South Sudan,9584.019807,7514.26187,6860.264795,7639.489606,1994.223449,65.59357875,15953.02106,3016.69279,6473.408969,920.0009402,744.8183528,156.9807389,1575.3751,1149.982569,3765.244043,331.4222177,4873.092054,1754.168627,1520.668898,5569.634143,2379.836171,462.3131227,3721.243,185.8830967,9073.918121,1479.39,753.2835952,1530.443501,998.8670207
Southeast Asia,70092.57841,30422.39416,29504.11012,184651.4516,7367.36726,483.6747503,55554.1136,8795.72828,62086.61046,114897.6556,205600.0324,39674.69625,205366.2011,156659.2035,61844.6307,70992.54031,753850.3891,303474.4407,339524.4475,896982.1701,589254.9068,2870.394432,10082.54702,24555.8783,351958.1253,171234.43,288080.3703,203487.225,148825.1169
"Southeast Asia, East Asia, and Oceania",77252.52476,35354.82155,36657.67018,496297.7989,10491.57563,626.0563485,78169.25663,11275.62934,107062.3517,526630.926,911820.6161,177861.3353,962876.069,452649.7795,141379.2492,334592.849,1728838.915,,1213887.158,3574019.165,2901860.199,3792.676323,12317.55435,95798.21616,1680395.794,1250154.88,2004996.669,1000119.237,566476.7838
Southern Latin America,416.6733854,132.8197567,656.6851917,1999.819989,88.31442794,5.747100255,1835.868972,37.14361922,3220.5703,9842.435838,13254.95002,5836.340669,12098.59921,12666.09724,6447.897302,8495.360505,68735.10159,36386.90458,55352.79402,73294.41226,67055.50966,83.68414207,45.89726914,1963.72314,23872.6674,22107.62,18348.27624,23828.82719,17192.7117
Southern Sub-Saharan Africa,15973.72295,10518.56266,12579.82825,13825.58113,3015.606547,297.4439947,15078.98205,2363.866649,13193.49546,9142.463017,52413.83196,6948.616576,19788.28187,12566.99403,161073.0096,6944.607937,74997.02222,19006.27375,55744.51207,74387.20964,43035.66171,640.0433734,2677.451165,1456.703352,36709.41242,23285.62,8231.701086,15201.78292,13785.44982
Spain,39.93892143,10.78669387,101.8108176,521.8039249,7.270695688,0.787418747,193.627334,0.786992118,328.3865029,5132.534055,31586.02569,2322.930241,8114.251098,7143.377798,1751.502194,9704.688566,58741.14496,27587.92912,41510.39591,68975.72466,63968.58969,4.204188584,1.542324973,2038.823694,17133.28315,17128.76,5851.913062,14986.21299,9404.445156
Sri Lanka,505.5621227,274.7440246,249.4668975,5480.363112,6.584213018,0.185538172,219.9419372,13.35869034,818.861477,3075.246202,6150.337137,747.801131,6867.678809,5264.18864,469.7045409,2662.783886,29917.85634,12974.00698,11867.03909,26360.80695,12688.89237,19.79335713,20.0908314,1055.342841,8406.540714,2952.94,9170.336852,7073.861119,6217.745628
Sub-Saharan Africa,458644.9436,332652.8354,338742.8247,393269.4898,87702.74799,5772.461452,621155.8534,133400.7489,433644.5056,66770.64991,292171.0299,47902.91317,140081.3704,110940.9651,634201.1169,46418.15445,454139.4825,143398.8525,237120.6499,578378.7575,206161.998,27991.65244,140699.9619,19223.65072,549532.1891,159900.76,66118.3209,151852.8984,96689.00217
Sudan,6668.136819,5263.378749,4294.670086,10010.46023,1441.840358,96.38099229,10445.76053,1989.448439,19436.57489,1031.571232,4099.1727,1818.704065,10194.08745,7810.567304,4048.861748,7060.689869,24259.10899,18972.59555,22213.8175,44223.29422,2868.308281,644.39471,2081.639945,447.6965166,18078.8198,8199.8,4516.452294,15427.3639,10820.68807
Suriname,29.3238213,10.22026932,20.05397412,62.35180759,7.635001793,0.763265671,29.83457735,1.685717309,93.94083967,74.28093066,337.6558498,45.60228145,159.3295209,162.6418799,123.8404869,109.3578857,809.091138,279.5274411,657.2608389,813.8868994,476.1846626,2.549215851,2.340184445,14.77422721,268.800059,207.18,79.7426253,246.9047833,166.0833724
Sweden,17.31104825,13.12070712,33.73902148,42.4686665,1.085702105,0.169509276,82.60768769,0.242420887,84.24879268,626.685458,2749.612543,714.0670189,2209.43129,2750.161279,302.8242747,2910.49756,15100.66284,9442.308879,8662.715843,18130.34863,13193.94806,0.743860818,0.746209464,865.6804144,2256.619985,2242.02,3175.339567,4733.651677,3435.019958
Switzerland,5.266639686,3.898039041,15.19192829,37.58337665,1.679864677,0.235759276,48.72479614,0.190419744,102.6052619,535.1182333,1817.89137,588.7808096,1713.723404,1561.892783,230.5432772,1828.81238,10149.99459,6891.338965,5695.909115,10732.05812,9671.171183,1.112183668,0.691711245,941.3830389,2313.077654,2326.94,2071.32055,2950.601832,1769.667399
Syria,28.0321076,9.244243265,65.84599093,10.46428603,10.72179599,0.567114769,246.5970881,47.40965984,580.4947475,1944.56038,511.667109,587.5159782,5745.14685,5151.477399,109.3594831,4219.563993,14840.25923,12857.88606,13743.95981,24666.70976,10056.85705,10.37438911,38.24732622,198.1614238,7611.223775,7683.19,2549.098329,9583.440494,7695.731815
Taiwan,35.25988459,11.35087004,150.6341076,614.4909985,4.651145654,0.191537607,127.3856714,2.792134335,216.8207432,4714.716099,11775.82917,3545.02818,3925.586024,2038.580286,958.5455574,2973.335801,26897.37261,9876.400984,16261.18788,23016.98599,27762.98031,3.428805278,2.211233104,1062.824428,12721.82986,12444.55,8446.725368,7214.433059,3158.131872
Tajikistan,1138.600489,1026.972233,546.2755517,2279.727415,667.9108059,41.74170544,3541.670014,737.0774312,3265.784362,1138.470351,340.575061,364.9890134,3296.997239,893.1628995,136.8987934,1128.920553,7905.624538,4529.772467,4261.899174,11326.54324,4164.573446,19.24611143,531.601809,44.97841983,5317.501597,3081.05,2201.124779,4385.409114,2894.797583
Tanzania,12375.25613,9290.424229,11698.9256,22226.14558,1696.679371,76.59283807,18679.44467,3369.101589,20886.19443,3629.921608,15322.66804,1484.207625,4937.250892,5234.780683,25671.94824,1842.840992,22463.21023,11172.19085,12275.89393,31517.10859,15146.14977,1542.983126,2599.110907,1141.754016,27055.44492,4953.52,6172.914661,5805.30379,5295.425824
Thailand,3424.406866,196.9656894,2570.368924,6244.842235,90.73627596,7.178557644,791.7252152,51.17543976,1422.998463,8278.512037,40559.31517,10245.51016,10582.13571,12747.25186,18838.64362,5746.640041,55471.87934,25153.59045,42830.41737,61559.2917,56234.80933,40.46212772,62.5501938,1948.28455,30625.15311,24579.35,23231.08816,14540.65363,11813.74459
Timor,135.4508323,107.872781,56.68083642,605.256925,28.42346154,2.011811799,283.4673245,67.76769167,300.3912651,167.6016329,64.61884812,37.77072774,481.1493517,322.0555103,193.845615,105.825822,1069.176197,305.2360807,215.6324867,1496.782712,805.0884028,21.37414936,38.09768285,22.48834838,750.7056044,149.77,457.4293667,348.0228828,242.3943536
Togo,2702.491929,1977.371699,1927.456766,2968.079195,326.1182127,17.8372429,2430.372315,296.9977432,2533.134598,430.6752193,1463.309637,298.4953339,1673.931783,1162.988178,3824.631018,377.6103457,3140.821647,1616.151094,1895.759573,5173.944934,1518.722348,162.878391,542.5573896,146.9240958,3800.585446,858.28,472.1522637,1446.525406,983.1944875
Tonga,1.97845758,0.758211095,1.051236679,34.7656152,0.299369344,0.007769293,6.290605342,0.321399757,9.02894467,22.84016803,3.523022094,6.438208763,28.99977385,22.79821148,8.488285152,17.27684616,185.2392991,54.39510929,114.8009162,125.196568,80.27582689,0.614255874,0.618108595,2.221661951,53.43417163,18.67,34.44392949,46.69044967,33.01079527
Trinidad and Tobago,18.26589455,5.821698195,18.5711431,15.1795412,4.703468879,0.355253568,34.85072077,0.798907787,94.89906338,249.3568741,192.2487058,75.29288603,498.8216338,527.8305456,270.721612,412.5615503,3425.109453,933.838162,2279.282419,2656.870696,1011.140418,2.318661357,1.064989872,27.71665191,906.3062422,892.98,177.484915,1021.474774,625.5519341
Tropical Latin America,3060.629335,2278.331733,3811.784006,13480.76122,1165.050813,147.3049587,9760.740916,413.0949912,12877.1342,27394.0893,84944.96963,15002.85046,32753.94284,45103.2376,24805.48186,33091.27483,137369.748,98811.15482,170268.5282,236930.9064,171950.4977,553.0964238,804.8326508,8246.748091,68357.66572,55660.34,52712.97237,61872.09244,48925.41889
Tunisia,71.84728566,27.81018907,76.84671488,21.07674729,16.6895737,0.943294241,58.74946292,6.197147933,635.3512901,2004.447655,174.3602229,600.8541882,3201.080283,435.6417455,282.2151052,2854.834545,14141.07698,7775.467241,10366.79254,18996.19833,10745.83504,8.812619634,2.651209196,433.8252284,5756.90217,5814.95,2369.693452,6668.933584,3967.37131
Turkey,329.134159,84.67131141,418.3565944,342.1740256,88.99331514,8.079507784,761.0913177,65.11682629,5298.700099,11286.86863,5795.232818,1897.263959,8135.002227,1265.760191,989.007208,12896.69652,62392.58197,35328.24636,65436.34119,90628.66897,77090.42216,47.36188445,119.0244573,2278.099794,39984.74266,40720.7,11693.62307,30150.45146,13766.6922
Turkmenistan,44.49983181,36.00796333,43.54641493,15.68992507,62.68311114,1.203698294,401.6030448,57.71955782,779.8652211,1049.733505,2134.436321,603.3802434,2440.494691,457.0368782,217.1160298,996.3853925,7113.300459,5370.606902,6002.339732,10998.59429,3882.849715,2.281505051,32.19131524,26.74828443,2412.627483,2406.52,2633.544854,4225.318606,2676.987428
Uganda,9653.608338,7570.399946,7260.477761,10122.56609,944.0872276,96.25618741,9665.177725,1809.035552,15221.32424,1135.179573,10541.26672,275.1899629,1179.623029,2919.910046,19057.20231,909.0888801,12586.97584,2898.729702,4804.779977,15359.85672,5556.863638,387.4084949,1999.831386,663.0825328,13599.26605,3587.2,2103.396007,3549.990109,1985.086168
Ukraine,54.12760074,41.27384003,181.3191525,3850.305349,29.46684564,0.897555453,174.9363565,18.29828227,814.9850807,16950.18736,85456.55717,10195.7167,57523.91889,25764.15351,4579.736311,43058.416,107616.5559,161796.459,105697.5356,262123.4744,117039.1876,17.57772773,2.35974268,1081.941346,50130.48229,46519.75,42588.57296,83262.22557,68057.35868
United Arab Emirates,27.53783996,1.624641427,21.09880059,6.624847744,2.266344135,0.259871298,19.23581274,1.741539467,230.6387445,514.7717993,1724.604064,989.9969446,1028.093289,930.4594275,227.6748192,709.6373346,3919.194452,4050.736372,5056.74271,4835.135395,2512.923969,1.942928549,1.945087894,163.4314861,2071.683878,2110.87,897.5820437,2180.033794,946.4456429
United Kingdom,39.97572259,6.198678532,252.5759249,348.1261053,17.28501244,1.903904755,147.6525661,3.698420819,1411.928336,5963.642029,16671.52033,5482.099352,18410.9481,13380.16846,1984.58355,15035.98907,71546.13101,48587.63419,56735.40553,84232.31023,92871.01715,12.83917106,4.006829331,3740.076245,24793.8723,24809.58,14105.28928,24239.66611,16818.59685
United States,296.744882,576.8510034,795.2871685,508.1808343,192.0740548,35.64760545,4593.720958,22.3730357,8706.48935,25924.94442,80985.81668,104937.1776,85150.79481,69406.50797,14388.95345,72957.31792,420327.9272,233232.6859,408831.4452,454347.0333,422011.2549,150.5899942,27.94152842,20321.25253,107506.7294,109629.59,95034.8934,133333.6233,98873.86839
United States Virgin Islands,0.800257716,0.120304463,1.405797139,2.18882615,0.08841783,0.004157704,2.914104634,0.020803613,4.011583044,14.59089468,39.25285265,11.14659204,11.28261237,40.7112664,14.802181,40.76164974,245.7780471,132.0105329,246.8205199,290.767226,85.09490103,0.120850469,0.013957688,4.642862495,53.7740078,51.66,35.60716064,84.39925905,65.40654336
Uruguay,49.46159981,6.823865874,28.78333954,74.31309185,4.323295562,0.308112135,95.87916334,1.884510943,108.8635396,555.7322667,989.1108235,318.7405615,987.531506,903.352293,436.4626059,787.2881176,4946.022226,2232.187036,3574.061346,5645.286149,4735.866845,2.352724325,2.296210821,168.91468,1194.370837,1132.77,1578.032627,1592.645714,998.3317733
Uzbekistan,105.0539259,120.0960994,296.5054639,4417.48998,694.3569995,3.554074436,2713.503359,573.5370157,3214.112927,6097.333985,7663.03729,2932.517685,17040.20253,852.8660861,1035.667817,7985.553603,50134.52734,33845.48526,34342.20452,67601.59773,20932.37812,61.56264876,203.0299322,228.5876829,19856.22676,15528.47,14682.90483,28188.00742,19170.46421
Vanuatu,28.0568822,20.94858882,16.39106849,192.5142134,4.479214494,0.196142265,39.22482919,6.117899127,57.43725923,57.38410922,13.28999742,16.83480611,140.6989792,126.5831727,26.45103528,50.52230823,413.6991423,242.0808158,284.3892783,545.9473819,233.8658083,3.322962679,5.717934147,4.195412206,223.1142374,30.82,118.7829085,182.2974515,120.9797388
Venezuela,668.4729966,208.34257,317.322986,124.6780341,215.1910065,18.45619122,1103.608123,76.41187888,2722.343173,3030.77933,15598.77027,1722.369181,6113.962803,6494.17349,3964.265279,3285.530235,26801.20733,13183.11166,25387.32394,37447.20027,15928.75566,56.01145643,111.3177737,647.6612532,9197.12305,9141.87,6111.864366,8480.59136,8656.629899
Vietnam,1576.620067,813.566332,1730.772182,21274.04751,276.9805376,2.351266617,1441.80485,250.6286199,4417.126005,15423.43446,76352.95704,10896.60509,33839.64561,8984.642583,10092.43376,8518.378696,98864.07061,43439.42069,28583.374,128962.9434,86358.10459,38.00434845,137.5949342,7436.916196,50232.33397,29549.67,40877.74165,25475.24505,14237.36447
Wales,2.623985729,0.479455699,15.21282469,30.24817284,0.786104301,0.101038531,7.988593548,0.155248841,51.54328559,337.3033621,931.3604085,345.0454197,1073.97637,794.263682,103.0804434,939.3431029,4139.302453,2734.051382,2819.743934,5244.867902,5592.245559,0.75252373,0.378386868,205.4249874,1365.553898,1354.9,807.6030008,1387.722903,994.4424966
Western Europe,394.4951478,245.3662572,1182.095271,2506.069336,73.00507761,10.16902898,4351.006662,12.30273406,5039.524847,42418.37074,207677.1203,31970.70002,108896.8153,91683.45283,15071.41342,110827.1582,612913.757,352008.1527,400453.9101,734650.8531,622589.0195,47.84052736,24.4260436,32012.81623,172649.7317,173702.51,116172.6132,180105.2712,120047.8429
Western Sub-Saharan Africa,232494.3953,160952.6184,169944.4655,172133.5995,53606.76749,3448.963539,346100.3956,77410.4151,225370.5866,30192.0184,98792.11235,27437.13253,48844.66198,40065.52527,226622.5412,18630.53313,148099.384,52139.51769,87406.61347,220837.3815,53376.1712,14601.25741,74658.30653,8117.362259,253653.5126,82793.37,24745.91474,62016.25483,34046.89943
World,1232368.284,774240.9861,707247.7129,1640599.784,160983.3744,10011.80923,1077101.961,220677.9805,1096977.205,1220044.162,2842854.196,585348.1802,2423447.368,1462367.411,1028619.949,1263051.288,6526028.193,4392505.382,4724346.293,10440818.48,7099111.294,59881.94912,232776.7354,327314.2626,4895475.998,3408877.62,3196514.265,3065588.513,2062521.709
Yemen,6435.590072,4011.28668,3029.543803,4700.403136,2440.200553,237.6285109,9475.333336,1701.524472,14468.13369,3394.252897,42.32744008,755.1280173,8524.544318,8615.380829,539.3617803,4900.717205,17125.87561,14951.29067,13795.61479,29585.02604,12553.3278,1009.473117,2869.490711,408.748982,12378.57816,7777.21,3271.575438,12445.27904,8677.625163
Zambia,6288.667626,4718.90037,4553.893978,5452.029245,752.1568705,63.18310805,7289.651474,1373.26344,5361.822895,835.7962109,5287.32292,462.3751155,2562.868587,1720.852299,16361.8286,589.4995098,7572.949729,2853.529887,3337.770773,7322.782798,4353.51607,179.5130823,1366.483921,344.1148355,7105.756834,1726.75,1183.670344,1792.215066,1580.104899
Zimbabwe,3796.070615,2612.12256,3579.352078,6982.337249,866.9020116,46.81676002,6609.236886,1021.437703,5288.773999,1755.599784,7227.985209,1024.540908,3312.481313,2553.37594,15014.25791,823.4367332,10767.52978,2384.867625,5713.001437,11243.08932,8714.714332,310.6696828,882.9866668,250.2691846,9020.941349,2112.19,1049.402363,2664.132572,2449.546229
